Have,Hide?,Item,Slot,Skill,Min Level,Work %,XP %,Plus XP,Chest %,Fine Mat %,Dbl Rewards,Dbl Action,Minus Steps,Minus Steps %,Craft Outcome,No Mats %,Bird Nest %,Find Gems %,Ad Guild Token %,Collectible %,Gain 1-10 Coins %,Roll Gem Pouch Table %,Find 1 Coin Pouch %,Res.,Res.,Keywords,Region,Underwater Only,Chest From,Chest Drop %,Activity From,Activity Drop %,Activity Drop 1/X,Item Copy,Clean Item Name,Quality / Rarity,Rarity Sort,UUID,Export Name
FALSE,FALSE,Dar Witt's Monocle,Head,Trinketry,53,,,,,,5.00,3.00,,,20,5.00,,,,,,,,,,,,FALSE,Trinketry,0.001000,,,-,Dar Witt's Monocle,Dar Witt's Monocle,legendary,5,eaa0f0f7-ae65-4e02-a5ce-24d2a533989c,dar_witts_monocle
FALSE,FALSE,Lumberjack Pants,Legs,Woodcutting,8,,,,3,3,,,,,,,,,,,,,,,,,,FALSE,Woodcutting,0.100000,,,-,Lumberjack Pants,Lumberjack Pants,common,1,item-lumberjack_pants-18e0c5ee-5af1-41dc-b53e-b1a3e00802ed,lumberjack_pants
FALSE,FALSE,Lumberjack Sandals,Feet,Woodcutting,6,3,,,,3,,,,,,,,,,,,,,,,,,FALSE,Woodcutting,0.100000,,,-,Lumberjack Sandals,Lumberjack Sandals,common,1,item-lumberjack_sandals-088a9022-962b-4ce6-ae72-026aed9f9d97,lumberjack_sandals
FALSE,FALSE,Log Basket,Tool,Woodcutting,13,,,,,9,,,,,,,,,,,,,,,,basket,,FALSE,Woodcutting,0.016667,,,-,Log Basket,Log Basket,uncommon,2,item-log_basket-54f1c985-93ba-413f-a09e-fa863451459b,log_basket
FALSE,FALSE,Lumberjack Hat,Head,Woodcutting,12,3,,1,,2,,,,,,,,,,,,,,,,,,FALSE,Woodcutting,0.016667,,,-,Lumberjack Hat,Lumberjack Hat,uncommon,2,item-lumberjack_hat-c0440051-eeb4-4afd-a447-c82da8630c8f,lumberjack_hat
FALSE,FALSE,Lumberjack Shirt,Chest,Woodcutting,27,,6,1,,,,,,,,,13,,,,,,,,,,,FALSE,Woodcutting,0.016667,,,-,Lumberjack Shirt,Lumberjack Shirt,uncommon,2,item-lumberjack_shirt-44040784-5c8a-471a-9aa2-f0b5223fb70e,lumberjack_shirt
FALSE,FALSE,Forester's Pants,Legs,Woodcutting,22,16,,,2,10,,,,,,,,,,,,,,,,,,FALSE,Woodcutting,0.012500,,,-,Forester's Pants,Forester's Pants,rare,3,item-forester's_pants-ba629cb0-38ed-4ac8-bae8-a869d52b1f4f,foresters_pants
FALSE,FALSE,Log Splitter,Tool,Woodcutting,35,,,,,7,7.00,,,,,,,,,,,,,,,splitter,,FALSE,Woodcutting,0.012500,,,-,Log Splitter,Log Splitter,rare,3,item-log_splitter-75196d7d-1f1a-4a6b-88fd-d71effcae23f,log_splitter
FALSE,FALSE,Forester's Flannel Shirt,Chest,Woodcutting,24,,,,,12,5.00,5.00,,,,,39,,,,,,,,,,,FALSE,Woodcutting,0.001875,,,-,Forester's Flannel Shirt,Forester's Flannel Shirt,epic,4,item-forester's_flannel_shirt-51421940-9070-42d2-ba8e-b07ca5782aa7,foresters_flannel_shirt
FALSE,FALSE,Forester's Hat,Head,Woodcutting,25,13,,3,,9,,,,,,,,,,,,,,,,,,FALSE,Woodcutting,0.001875,,,-,Forester's Hat,Forester's Hat,epic,4,item-forester's_hat-67def39f-b28d-4eca-b935-660c2dd6da4a,foresters_hat
FALSE,FALSE,Heavy Axe Handle,Tool,Woodcutting,32,-32,,,,,32.00,,,,,,,,,,,,,,,,,FALSE,Woodcutting,0.001875,,,-,Heavy Axe Handle,Heavy Axe Handle,epic,4,item-heavy_axe_handle-91693af4-afb7-44ee-82dd-15a9a9d40576,heavy_axe_handle
FALSE,FALSE,Woodcutting Guidebook,Tool,Woodcutting,30,-10,,,,,,16.00,,,,,,,,,,,,,,,,FALSE,Woodcutting,0.001875,,,-,Woodcutting Guidebook,Woodcutting Guidebook,epic,4,item-woodcutting_guidebook-402445ee-5a75-4f71-b43b-6904c14a050b,woodcutting_guidebook
FALSE,FALSE,Forester's Boots,Feet,Woodcutting,26,,,,,11,2.00,6.00,,,,,28,,,,,,,,,,,FALSE,Woodcutting,0.001000,,,-,Forester's Boots,Forester's Boots,legendary,5,item-forester's_boots-83943bfb-c910-4ca5-b309-236a661bca5e,foresters_boots
FALSE,FALSE,Lava Cooking Pan,Tool,Cooking,,,,,,,-15.00,,6,,,-20.00,,,,,,,,,,pan,,FALSE,,,None,,-,Lava Cooking Pan,Lava Cooking Pan,legendary,5,item-lava_cooking_pan-45c238d7-19c8-4c9f-9dbe-dc65a46bf873,lava_cooking_pan
FALSE,FALSE,Shell Snatcher,Tool,Foraging,,12,,,15,15,,,,,,,,,,,,,,,,,,FALSE,,,None,,-,Shell Snatcher,Shell Snatcher,legendary,5,item-shell_snatcher-05e4387c-1bdc-446c-bf35-b4efce67997f,shell_snatcher
FALSE,FALSE,Tentacle Crown (Underwater),Head,Global,,,,,30,40,,,,,,,,,,,,,,,,diving,,TRUE,,,None,,-,Tentacle Crown (Underwater),Tentacle Crown,legendary,5,item-tentacle_crown-b6af228b-c8f5-4c99-8b0c-207360cdf776,tentacle_crown
FALSE,FALSE,Fine Pearl Ring,Ring,Global,,,,,,6,,,,,,,,,,,,,,,,,,FALSE,,,Achievement,,-,Fine Pearl Ring,Fine Pearl Ring,rare,3,item-fine_pearl_ring-e11763d7-c596-4117-9fda-4b75c967f246,fine_pearl_ring
FALSE,FALSE,Shiny Ring,Ring,Global,,,,,,1,,,,,,,,,,,,,,,,,,FALSE,,,Achievement,,-,Shiny Ring,Shiny Ring,uncommon,2,item-shiny_ring-aa2bd870-6223-4ed9-b6f7-6220e2aa4b6e,shiny_ring
FALSE,FALSE,Tiny Backpack,Back,Global,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,Achievement,,-,Tiny Backpack,Tiny Backpack,common,1,item-tiny_backpack-6c374bb1-e62d-4d18-845d-29fc47018880,tiny_backpack
FALSE,FALSE,Gem Bracelet,Hands,Mining,,,,,,,,,,,,,,20,,,,,,,,,,FALSE,,,Achievement,,-,Gem Bracelet,Gem Bracelet,epic,4,item-gem_bracelet-9d4e0e50-f6e7-45aa-8fa3-3cc09a5d2b81,gem_bracelet
FALSE,FALSE,Rock-star Amulet,Neck,Mining,,,,,,,,,,,,,,5,,,,,,,,,,FALSE,,,Achievement,,-,Rock-star Amulet,Rock-star Amulet,rare,3,item-rock-star_amulet-3cf005c8-463f-4938-9d68-324a45f4b4d9,rock_star_amulet
FALSE,FALSE,Juggling Balls,Tool,Global,,,,,,,,,,,,,,,,5,,,,,,,,FALSE,,,Achievement Points,5,0,Juggling Balls,Juggling Balls,uncommon,2,item-juggling_balls-2e3367a2-0b75-4d47-bbd2-303533e95e2f,juggling_balls
FALSE,FALSE,Pathfinder,Neck,Travel,,5,,,,,,,,,,,,,,,,,,,,,,FALSE,,,Achievement Points,10,0,Pathfinder,Pathfinder,uncommon,2,item-pathfinder-567807ea-c892-42df-b943-47ae19a50554,pathfinder
FALSE,FALSE,Ring of Homesickness,Ring,Global,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,Achievement Points,15,0,Ring of Homesickness,Ring of Homesickness,legendary,5,item-ring_of_homesickness-dfd0d52b-c064-4860-ae77-2f9c0cab7382,ring_of_homesickness
FALSE,FALSE,Running Visor,Head,Agility,,,,,,,10.00,,,,,,,,,,,,,,,,,FALSE,,,Achievement Points,25,0,Running Visor,Running Visor,rare,3,item-running_visor-26a42d8e-7267-45fd-b3d5-8ec2bc102582,running_visor
FALSE,FALSE,Rusty Spyglass,Tool,Global,,-2,,,,20,,,,,,,,,,,,,,,,,,FALSE,,,Achievement Points,30,0,Rusty Spyglass,Rusty Spyglass,rare,3,item-rusty_spyglass-8b9daff9-27dc-4d66-a119-b220199d2b5a,rusty_spyglass
FALSE,FALSE,Pants of Haste,Legs,Global,,3,,,,,,,,,,,,,,,,,,,,,,FALSE,,,Achievement Points,35,0,Pants of Haste,Pants of Haste,rare,3,item-pants_of_haste-110820ec-0c77-48e1-a938-197933509405,pants_of_haste
FALSE,FALSE,Omni-tool (Base),Tool,Global,,,,,8,,,,,,,,,,,,,,,,,omnitool,,FALSE,,,Achievement Points,40,0,Omni-tool (Base),Omni-tool,epic,4,item-omni-tool-7031d423-4628-40eb-b20a-29c125a73604,omni_tool
FALSE,FALSE,Omni-tool (60+),Tool,Global,,,,,16,,,,,,,,,,,,,,,,,omnitool,,FALSE,,,Achievement Points,60,0,Omni-tool (60+),Omni-tool,epic,4,item-omni-tool-7031d423-4628-40eb-b20a-29c125a73604,omni_tool
FALSE,FALSE,Omni-tool (80+),Tool,Global,,,,,16,14,,,,,,,,,,,,,,,,omnitool,,FALSE,,,Achievement Points,80,0,Omni-tool (80+),Omni-tool,epic,4,item-omni-tool-7031d423-4628-40eb-b20a-29c125a73604,omni_tool
FALSE,FALSE,Omni-tool (100+),Tool,Global,,,,,16,14,,,,,,,,,,8,,,,,,omnitool,,FALSE,,,Achievement Points,100,0,Omni-tool (100+),Omni-tool,epic,4,item-omni-tool-7031d423-4628-40eb-b20a-29c125a73604,omni_tool
FALSE,FALSE,Omni-tool (120+),Tool,Global,,,,,16,14,2.00,,,,,,,,,8,,,,,,omnitool,,FALSE,,,Achievement Points,120,0,Omni-tool (120+),Omni-tool,epic,4,item-omni-tool-7031d423-4628-40eb-b20a-29c125a73604,omni_tool
FALSE,FALSE,Omni-tool (140+),Tool,Global,,2,,,16,14,2.00,,,,,,,,,8,,,,,,omnitool,,FALSE,,,Achievement Points,140,0,Omni-tool (140+),Omni-tool,epic,4,item-omni-tool-7031d423-4628-40eb-b20a-29c125a73604,omni_tool
FALSE,FALSE,Omni-tool (160+),Tool,Global,,2,,,16,14,2.00,,,,5,,,,,8,,,,,,omnitool,,FALSE,,,Achievement Points,160,0,Omni-tool (160+),Omni-tool,epic,4,item-omni-tool-7031d423-4628-40eb-b20a-29c125a73604,omni_tool
FALSE,FALSE,Omni-tool (180+),Tool,Global,,2,2,,16,14,2.00,,,,5,,,,,8,,,,,,omnitool,,FALSE,,,Achievement Points,180,0,Omni-tool (180+),Omni-tool,epic,4,item-omni-tool-7031d423-4628-40eb-b20a-29c125a73604,omni_tool
FALSE,FALSE,Omni-tool (200+),Tool,Global,,2,2,,16,14,2.00,1.00,,,5,,,,,8,,,,,,omnitool,,FALSE,,,Achievement Points,200,0,Omni-tool (200+),Omni-tool,epic,4,item-omni-tool-7031d423-4628-40eb-b20a-29c125a73604,omni_tool
FALSE,FALSE,Trash Grabber,Tool,Global,,,,,,10,,,,,,,,,,,,,,,,,,FALSE,,,Achievement Points,45,0,Trash Grabber,Trash Grabber,rare,3,item-trash_grabber-14d688b0-e9a4-466e-aca2-62d38b171ae3,trash_grabber
FALSE,FALSE,Treasure Hunter Hat (Base),Head,Global,,,,,,,1.00,,,,,,,,,5,,,,,,treasureHunter,,FALSE,,,Achievement Points,50,0,Treasure Hunter Hat (Base),Treasure Hunter Hat,rare,3,item-treasure_hunter_hat-59b56fc5-32a6-4ece-8725-211bb31de52a,treasure_hunter_hat
FALSE,FALSE,Treasure Hunter Hat (2 Set),Head,Global,,,,,,,1.00,,,,,,,,,10,,,,,,treasureHunter,,FALSE,,,Achievement Points,50,0,Treasure Hunter Hat (2 Set),Treasure Hunter Hat,rare,3,item-treasure_hunter_hat-59b56fc5-32a6-4ece-8725-211bb31de52a,treasure_hunter_hat
FALSE,FALSE,Treasure Hunter Hat (3 Set),Head,Global,,,,,,,1.00,,,,,,,,,20,,,,,,treasureHunter,,FALSE,,,Achievement Points,50,0,Treasure Hunter Hat (3 Set),Treasure Hunter Hat,rare,3,item-treasure_hunter_hat-59b56fc5-32a6-4ece-8725-211bb31de52a,treasure_hunter_hat
FALSE,FALSE,Boots of Speed,Feet,Global,,,,,,,,,1,,,,,,,,,,,,,,,FALSE,,,Achievement Points,55,0,Boots of Speed,Boots of Speed,rare,3,item-boots_of_speed-35f9e266-daaf-4712-b12f-623a2b79d79e,boots_of_speed
FALSE,FALSE,Treasure Hunter Pants (Base),Legs,Global,,,,,,,2.00,,,,,,,,,5,,,,,,treasureHunter,,FALSE,,,Achievement Points,60,0,Treasure Hunter Pants (Base),Treasure Hunter Pants,rare,3,item-treasure_hunter_pants-c2369554-97b8-4c68-8bb1-00def74cf56b,treasure_hunter_pants
FALSE,FALSE,Treasure Hunter Pants (2 Set),Legs,Global,,,,,,,2.00,,,,,,,,,10,,,,,,treasureHunter,,FALSE,,,Achievement Points,60,0,Treasure Hunter Pants (2 Set),Treasure Hunter Pants,rare,3,item-treasure_hunter_pants-c2369554-97b8-4c68-8bb1-00def74cf56b,treasure_hunter_pants
FALSE,FALSE,Treasure Hunter Pants (3 Set),Legs,Global,,,,,,,2.00,,,,,,,,,20,,,,,,treasureHunter,,FALSE,,,Achievement Points,60,0,Treasure Hunter Pants (3 Set),Treasure Hunter Pants,rare,3,item-treasure_hunter_pants-c2369554-97b8-4c68-8bb1-00def74cf56b,treasure_hunter_pants
FALSE,FALSE,Traveler's Kit,Tool,Travel,,,,,,,,30.00,-10,,,,,,,,,,,,,,,FALSE,,,Achievement Points,65,0,Traveler's Kit,Traveler's Kit,epic,4,item-travelers_kit-6fa9af97-63dd-4708-a8c3-2d5ccf0eb42a,travelers_kit
FALSE,FALSE,Treasure Hunter Jacket (Base),Chest,Global,,,,,,,3.00,,,,,,,,,5,,,,,,treasureHunter,,FALSE,,,Achievement Points,70,0,Treasure Hunter Jacket (Base),Treasure Hunter Jacket,rare,3,item-treasure_hunter_jacket-2bbe7e09-b23d-44d5-b7b1-a141211aaab3,treasure_hunter_jacket
FALSE,FALSE,Treasure Hunter Jacket (2 Set),Chest,Global,,,,,,,3.00,,,,,,,,,10,,,,,,treasureHunter,,FALSE,,,Achievement Points,70,0,Treasure Hunter Jacket (2 Set),Treasure Hunter Jacket,rare,3,item-treasure_hunter_jacket-2bbe7e09-b23d-44d5-b7b1-a141211aaab3,treasure_hunter_jacket
FALSE,FALSE,Treasure Hunter Jacket (3 Set),Chest,Global,,,,,,,3.00,,,,,,,,,20,,,,,,treasureHunter,,FALSE,,,Achievement Points,70,0,Treasure Hunter Jacket (3 Set),Treasure Hunter Jacket,rare,3,item-treasure_hunter_jacket-2bbe7e09-b23d-44d5-b7b1-a141211aaab3,treasure_hunter_jacket
FALSE,FALSE,Absorbing Amulet,Neck,Global,,,,,,10,,,,,,,,,,10,,,,,,,,FALSE,,,Achievement Points,75,0,Absorbing Amulet,Absorbing Amulet,epic,4,item-absorbing_amulet-6fb63323-8c92-454c-8f70-cfb5455b3365,absorbing_amulet
FALSE,FALSE,Greedy Piggy Bank,Tool,Global,,,,,,,,2.00,,,,,,,,,,,,,,,,FALSE,,,Achievement Points,85,0,Greedy Piggy Bank,Greedy Piggy Bank,epic,4,item-greedy_piggy_bank-8f119cfe-f794-4709-bcb3-3e5fbfc5fbd1,greedy_piggy_bank
FALSE,FALSE,Trekking Poles,Tool,Agility,,12,,,,,,,,,,,,,,,,,,,,,,FALSE,,,Achievement Points,90,0,Trekking Poles,Trekking Poles,rare,3,item-trekking_poles-b9ed3828-3bb6-485f-ab32-f90f7c48826f,trekking_poles
FALSE,FALSE,Adoring Fan Statue,Tool,Global,,,,,,,,1.50,,,,,,,1.5,,,,,,,,,FALSE,,,Achievement Points,95,0,Adoring Fan Statue,Adoring Fan Statue,legendary,5,item-adoring_fan_statue-00da4d1d-028b-4473-b435-64050f830d9e,adoring_fan_statue
FALSE,FALSE,Conservationist Shorts,Legs,Global,,,-6,,,55,,,,,,,,,,,,,,,,,,FALSE,,,Achievement Points,100,0,Conservationist Shorts,Conservationist Shorts,epic,4,item-conservationist_shorts-4c36b441-b8ef-4b1d-9db1-644694519fd7,conservationist_shorts
FALSE,FALSE,Cape of Half-Achiever,Cape,Global,,9,,1,,16,,,2,,10,,,,,,,,,,,,,FALSE,,,Achievement Points,104,0,Cape of Half-Achiever,Cape of Half-Achiever,legendary,5,item-cape_of_half-achiever-c262e3f7-dadd-4bd3-aef1-f35cf21511d6,cape_of_half_achiever
FALSE,FALSE,Conservationist Hat,Head,Global,,,-6,,,55,,,,,,,,,,,,,,,,,,FALSE,,,Achievement Points,110,0,Conservationist Hat,Conservationist Hat,epic,4,item-conservationist_hat-efd0caf6-b869-4e8f-a26b-efebc678356b,conservationist_hat
FALSE,FALSE,Conservationist Boots,Feet,Global,,,-6,,,55,,,,,,,,,,,,,,,,,,FALSE,,,Achievement Points,120,0,Conservationist Boots,Conservationist Boots,epic,4,item-conservationist_boots-b43189dc-0074-43df-8b05-d0cb9e323c38,conservationist_boots
FALSE,FALSE,Conservationist Shirt,Chest,Global,,,-6,,,55,,,,,,,,,,,,,,,,,,FALSE,,,Achievement Points,130,0,Conservationist Shirt,Conservationist Shirt,epic,4,item-conservationist_shirt-c7711803-e1bc-4c28-949c-d206ef128c7b,conservationist_shirt
FALSE,FALSE,Treasure Grabber,Tool,Global,,,,,,10,,,,,,,,,,,,,,,,,,FALSE,,,Achievement Points,150,0,Treasure Grabber,Treasure Grabber,legendary,5,d09ff5e2-cac1-4224-8895-178a0ed0ba67,treasure_grabber
FALSE,FALSE,Cape of Achiever,Cape,Global,,20,,2,,35,,,5,,20,,,,,,,,,,,,,FALSE,,,Achievement Points,208,0,Cape of Achiever,Cape of Achiever,ethereal,6,item-cape_of_achiever-ec78bda5-4b83-4091-bcfd-812976429eff,cape_of_achiever
FALSE,FALSE,Amulet of Bat (Glo),Neck,Global,,,7,,,,,,,,,,,,,,,,,,,,,FALSE,,,Crafted,,-,Amulet of Bat (Glo),Amulet of Bat,common,1,6b85ff44-4911-4569-8735-4f65315c313f,amulet_of_bat_common
FALSE,FALSE,Amulet of Beaver (Glo),Neck,Global,,5,,,,,,,,,,,,,,,,,,,,,,FALSE,,,Crafted,,-,Amulet of Beaver (Glo),Amulet of Beaver,common,1,353b8428-103f-4cc8-a85b-acb4bc70a68a,amulet_of_beaver_common
FALSE,FALSE,Amulet of Circular Root (Glo),Neck,Global,,,,,,20,,,,,,,,,,,,,,,,,,FALSE,,,Crafted,,-,Amulet of Circular Root (Glo),Amulet of Circular Root,common,1,36d823c2-acf5-47f8-92f5-2374c7536ca5,amulet_of_circular_root_common
FALSE,FALSE,Amulet of Cooling Ice (Glo),Neck,Global,,,,,,,4.00,,,,,,,,,,,,,,,,,FALSE,,,Crafted,,-,Amulet of Cooling Ice (Glo),Amulet of Cooling Ice,common,1,0bc235a8-6b92-4b40-a088-9dc1b5067999,amulet_of_cooling_ice_common
FALSE,FALSE,Amulet of Eel (Glo),Neck,Global,,,,,12,,,,,,,,,,,,,,,,,,,FALSE,,,Crafted,,-,Amulet of Eel (Glo),Amulet of Eel,common,1,49ce1eab-9158-4bac-8c42-8695645a41e9,amulet_of_eel_common
FALSE,FALSE,Amulet of Heron (Glo),Neck,Global,,,,,,,,,,,,,,,,,20.0,,,,,,,FALSE,,,Crafted,,-,Amulet of Heron (Glo),Amulet of Heron,common,1,befba2cb-4fb6-4990-a374-76b9f42f1ba9,amulet_of_heron_common
FALSE,FALSE,Amulet of Lucky Rabbit's Foot (Glo),Neck,Global,,,,,,,,3.00,,,,,,,,,,,,,,,,FALSE,,,Crafted,,-,Amulet of Lucky Rabbit's Foot (Glo),Amulet of Lucky Rabbit's Foot,common,1,a337de21-79bc-474e-9642-4a5f37feada3,amulet_of_lucky_rabbits_foot_common
FALSE,FALSE,Amulet of Measuring Spoon (Glo),Neck,Global,,,,,,,,,,,,3.00,,,,,,,,,,,,FALSE,,,Crafted,,-,Amulet of Measuring Spoon (Glo),Amulet of Measuring Spoon,common,1,b6d7c53e-cc5f-40df-bd0f-90c820707a25,amulet_of_measuring_spoons_common
FALSE,FALSE,Amulet of Shrimp (Glo),Neck,Global,,,,,,,,,,,,,,,,25,,,,,,,,FALSE,,,Crafted,,-,Amulet of Shrimp (Glo),Amulet of Shrimp,common,1,c5d8ffac-5eb1-421a-956a-710da15b0b90,amulet_of_shrimp_common
FALSE,FALSE,Amulet of Eel (T1-Normal),Neck,Agility,35,,,,12,10,1.00,,,,,,,,,,,,,,,,,FALSE,,,Crafted,,-,Amulet of Eel (T1-Normal),Amulet of Eel,common,1,49ce1eab-9158-4bac-8c42-8695645a41e9,amulet_of_eel_common
FALSE,FALSE,Amulet of Eel (T2-Good),Neck,Agility,35,,,,12,15,2.00,,1,,,,,,,,,,,,,,,FALSE,,,Crafted,,-,Amulet of Eel (T2-Good),Amulet of Eel,uncommon,2,49ce1eab-9158-4bac-8c42-8695645a41e9,amulet_of_eel_uncommon
FALSE,FALSE,Amulet of Eel (T3-Great),Neck,Agility,35,,,,12,20,3.00,,1,,,,,,,,,,,,,,,FALSE,,,Crafted,,-,Amulet of Eel (T3-Great),Amulet of Eel,rare,3,49ce1eab-9158-4bac-8c42-8695645a41e9,amulet_of_eel_rare
FALSE,FALSE,Amulet of Eel (T4-Excellent),Neck,Agility,35,,,,12,25,4.00,,2,,,,,,,,,,,,,,,FALSE,,,Crafted,,-,Amulet of Eel (T4-Excellent),Amulet of Eel,epic,4,49ce1eab-9158-4bac-8c42-8695645a41e9,amulet_of_eel_epic
FALSE,FALSE,Amulet of Eel (T5-Perfect),Neck,Agility,35,,,,12,30,5.00,,2,,,,,,,,,,,,,,,FALSE,,,Crafted,,-,Amulet of Eel (T5-Perfect),Amulet of Eel,legendary,5,49ce1eab-9158-4bac-8c42-8695645a41e9,amulet_of_eel_legendary
FALSE,FALSE,Amulet of Eel (T6-Eternal),Neck,Agility,35,,,,12,35,6.00,,3,,,,,,,,,,,,,,,FALSE,,,Crafted,,-,Amulet of Eel (T6-Eternal),Amulet of Eel,ethereal,6,49ce1eab-9158-4bac-8c42-8695645a41e9,amulet_of_eel_ethereal
FALSE,FALSE,Gem Shield (T1-Normal),Secondary,Agility,,0.5,,,,,,,,,,,,,,,,,,,,shield,,FALSE,,,Crafted,,-,Gem Shield (T1-Normal),Gem Shield,common,1,57c85b76-afaf-44df-b706-fe27955048cf,gem_shield_common
FALSE,FALSE,Gem Shield (T2-Good),Secondary,Agility,,1,,,,,,,,,,,,,,,,,,,,shield,,FALSE,,,Crafted,,-,Gem Shield (T2-Good),Gem Shield,uncommon,2,57c85b76-afaf-44df-b706-fe27955048cf,gem_shield_uncommon
FALSE,FALSE,Gem Shield (T3-Great),Secondary,Agility,,1.5,,,,,,,,,,,,,,,,,,,,shield,,FALSE,,,Crafted,,-,Gem Shield (T3-Great),Gem Shield,rare,3,57c85b76-afaf-44df-b706-fe27955048cf,gem_shield_rare
FALSE,FALSE,Gem Shield (T4-Excellent),Secondary,Agility,,2,,,,,,,,,,,,,,,,,,,,shield,,FALSE,,,Crafted,,-,Gem Shield (T4-Excellent),Gem Shield,epic,4,57c85b76-afaf-44df-b706-fe27955048cf,gem_shield_epic
FALSE,FALSE,Gem Shield (T5-Perfect),Secondary,Agility,,2.5,,,,,,,,,,,,,,,,,,,,shield,,FALSE,,,Crafted,,-,Gem Shield (T5-Perfect),Gem Shield,legendary,5,57c85b76-afaf-44df-b706-fe27955048cf,gem_shield_legendary
FALSE,FALSE,Gem Shield (T6-Eternal),Secondary,Agility,,3,,,,,,,,,,,,,,,,,,,,shield,,FALSE,,,Crafted,,-,Gem Shield (T6-Eternal),Gem Shield,ethereal,6,57c85b76-afaf-44df-b706-fe27955048cf,gem_shield_ethereal
FALSE,FALSE,Wanderlust Walking Stick (T1-Normal),Tool,Agility,12,5,,,,,,,1,,,,,,,,,,,,,,,FALSE,,,Crafted,,-,Wanderlust Walking Stick,Wanderlust Walking Stick,common,1,fced6720-46c4-4d23-8df3-248e599776a6,wanderlust_walking_stick_common
FALSE,FALSE,Wanderlust Walking Stick (T2-Good),Tool,Agility,12,5,,,,,,,2,,,,,,,,,,,,,,,FALSE,,,Crafted,,-,Wanderlust Walking Stick,Wanderlust Walking Stick,uncommon,2,fced6720-46c4-4d23-8df3-248e599776a6,wanderlust_walking_stick_uncommon
FALSE,FALSE,Wanderlust Walking Stick (T3-Great),Tool,Agility,12,5,,,,,,,3,,,,,,,,,,,,,,,FALSE,,,Crafted,,-,Wanderlust Walking Stick,Wanderlust Walking Stick,rare,3,fced6720-46c4-4d23-8df3-248e599776a6,wanderlust_walking_stick_rare
FALSE,FALSE,Wanderlust Walking Stick (T4-Excellent),Tool,Agility,12,5,,,,,,,4,,,,,,,,,,,,,,,FALSE,,,Crafted,,-,Wanderlust Walking Stick,Wanderlust Walking Stick,epic,4,fced6720-46c4-4d23-8df3-248e599776a6,wanderlust_walking_stick_epic
FALSE,FALSE,Wanderlust Walking Stick (T5-Perfect),Tool,Agility,12,5,,,,,,,5,,,,,,,,,,,,,,,FALSE,,,Crafted,,-,Wanderlust Walking Stick,Wanderlust Walking Stick,legendary,5,fced6720-46c4-4d23-8df3-248e599776a6,wanderlust_walking_stick_legendary
FALSE,FALSE,Wanderlust Walking Stick (T6-Eternal),Tool,Agility,12,5,,,,,,,6,,,,,,,,,,,,,,,FALSE,,,Crafted,,-,Wanderlust Walking Stick,Wanderlust Walking Stick,ethereal,6,fced6720-46c4-4d23-8df3-248e599776a6,wanderlust_walking_stick_ethereal
FALSE,FALSE,Amulet of Beaver (T1-Normal),Neck,Carpentry,35,5,,,10,,,,,,,3.50,,,,,,,,,,,,FALSE,,,Crafted,,-,Amulet of Beaver (T1-Normal),Amulet of Beaver,common,1,353b8428-103f-4cc8-a85b-acb4bc70a68a,amulet_of_beaver_common
FALSE,FALSE,Amulet of Beaver (T2-Good),Neck,Carpentry,35,5,,1,12,,,,,,2,4.00,,,,,,,,,,,,FALSE,,,Crafted,,-,Amulet of Beaver (T2-Good),Amulet of Beaver,uncommon,2,353b8428-103f-4cc8-a85b-acb4bc70a68a,amulet_of_beaver_uncommon
FALSE,FALSE,Amulet of Beaver (T3-Great),Neck,Carpentry,35,5,,2,14,,,,,,4,4.50,,,,,,,,,,,,FALSE,,,Crafted,,-,Amulet of Beaver (T3-Great),Amulet of Beaver,rare,3,353b8428-103f-4cc8-a85b-acb4bc70a68a,amulet_of_beaver_rare
FALSE,FALSE,Amulet of Beaver (T4-Excellent),Neck,Carpentry,35,5,,3,16,,,,,,6,5.00,,,,,,,,,,,,FALSE,,,Crafted,,-,Amulet of Beaver (T4-Excellent),Amulet of Beaver,epic,4,353b8428-103f-4cc8-a85b-acb4bc70a68a,amulet_of_beaver_epic
FALSE,FALSE,Amulet of Beaver (T5-Perfect),Neck,Carpentry,35,5,,4,18,,,,,,8,5.50,,,,,,,,,,,,FALSE,,,Crafted,,-,Amulet of Beaver (T5-Perfect),Amulet of Beaver,legendary,5,353b8428-103f-4cc8-a85b-acb4bc70a68a,amulet_of_beaver_legendary
FALSE,FALSE,Amulet of Beaver (T6-Eternal),Neck,Carpentry,35,5,,5,20,,,,,,10,6.00,,,,,,,,,,,,FALSE,,,Crafted,,-,Amulet of Beaver (T6-Eternal),Amulet of Beaver,ethereal,6,353b8428-103f-4cc8-a85b-acb4bc70a68a,amulet_of_beaver_ethereal
FALSE,FALSE,Amulet of Pink Pearl (T1-Normal),Neck,Crafting,,,,,10,,,,,,10,1.00,,,,,,,,,,,,FALSE,,,Crafted,,-,Amulet of Pink Pearl (T1-Normal),Amulet of Pink Pearl,common,1,7b41c3d6-ded3-43b6-8fcc-91653bb579fe,amulet_of_pink_pearl_common
